stop_lat,stop_id,stop_lon,stop_name
56.783465,30698,60.608915,Военная
56.785735,30699,60.607011,Рижский пер.
56.793034,30700,60.606614,Ювелирная
56.700923,31603,60.508998,Поворот на с. Зелёный Бор
56.70702,31604,60.496002,Экодолье
56.843534,31492,60.645334,Уральский федеральный университет (ул. Гагарина)
56.845917,31493,60.644433,Первомайская
56.851804,31494,60.640364,Блюхера
56.854436,30625,60.636932,Уральская (ул. Советская)
56.856665,30626,60.64174,Парковый пер.
56.858702,30627,60.645861,Июльская
56.855562,31575,60.574522,Готвальда (ул. Черепанова)
56.851623,31576,60.569761,Университет путей сообщения
56.854067,31682,60.550968,ТРЦ Карнавал
56.860844,31683,60.550405,Таганский ряд
56.869898,30484,60.552464,Пехотинцев
56.870519,30464,60.549276,Пехотинцев
56.848667,31580,60.566407,Юридический университет
56.8524,31581,60.57084,Университет путей сообщения
56.85497,31582,60.573948,Готвальда (ул. Черепанова)
